PAGE_URL,DOWNLOAD_URL,IMAGE_URL,GPT4_DESCRIPTION,TAGS,RAW_DOWNLOAD_LINK,DOWNLOAD_SIZE,FILENAME,SUFFIX,PROCESSED_PATHS,Total_Loss,Recon_Loss,BCE_Loss,KLD,Accuracy,Precision,Recall,F1_Score,HIGHEST_PATH,HIGHEST_F1_SCORE
https://www.planetminecraft.com/project/exotic-fishery-island/,http://www.mediafire.com/file/yej6n7z6w3qo98u/Lume+nou%C4%83-.rar,,,['Land Structure'],http://download1325.mediafire.com/fyzwnmg86oagL9VwrC9x3fL4yIpvDB-SXNwHkHGuVVAOWkCDO2SExPF8rwqTI1i2GY66LCfDjxxHiG2SBvuZtHVTN72SJMTq6V-N08qo9k6yPpz3hnid1svj2bmjOxPxkgGmwExTUDs3STppEwC9zAteVHpEcjwJj7I6YNylmAPt/yej6n7z6w3qo98u/Lume+nou%C4%83-.rar,5401510.0,Lume+nou%C4%83-.rar,mca,"['/lustre/fs1/groups/jaedo/processed_builds/batch_185_4785.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_185_4785_1.h5']","[0.007763916626572609, 0.011184105649590492]","[0.0002732665161602199, 0.00017143800505436957]","[0.00044676417019218206, 0.0007031095447018743]","[0.007043885998427868, 0.010309558361768723]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",/lustre/fs1/groups/jaedo/processed_builds/batch_185_4785.h5,1.0
https://www.planetminecraft.com/project/dark-ruins-nether-tree-farm-build-world-download/,https://www.mediafire.com/file/eayvgq77ki6wzqb/Dark_Ruins_NetherTreeFarm.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2021/399/14526485_l.jpg,,"['Land Structure', 'Castle', 'Build', 'Tutorial', 'Guide', 'Nether', 'Ruins', 'Crimson', 'Treefarm', 'Warped', 'Netherfarm', 'Darkruins', 'Warpedwood', 'Buildtutorial', 'Crimsonfarm', 'Warpedtree']",https://download856.mediafire.com/t708wa4w6mug4C-wVTN0uSQBq5DY7U14Ihyg3B5ejBIJ_WUeB65nO3zyNYAdc9aORYJuc2wCXyBX5v6h98gGeKbjoZreojuT6H11cTEp8zADsXmT1xzL8cuYrPvq2ws9BDejSeQKSl-x4rFtnOevDA4JhwHQolqcxu4_HqH1LcqyoA/eayvgq77ki6wzqb/Dark_Ruins_NetherTreeFarm.zip,2951187.0,Dark_Ruins_NetherTreeFarm.zip,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_58_1503.h5'],[0.011042272672057152],[0.00028297965764068067],[0.00037228362634778023],[0.010387009009718895],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_58_1503.h5,1.0
https://www.planetminecraft.com/project/traditional-mansion-download-coming-in-a-week/,https://www.mediafire.com/file/v75poab20yjxvfk/Hs7.rar/file,https://static.planetminecraft.com/files/image/minecraft/project/2021/336/14530147_l.jpg,,['Land Structure'],https://download1325.mediafire.com/ebmv3cu7zucgi7yr_zpHR_mwN3x_-R0tr_DJp5nLSNQJPG8xYaDwH-WbsN-uxqoNpakAw5Ief-RjxitH2PkcYb9Cc8swHcjTaFeHczeeHLOpxB9BRMHV3VKyDQk0ecfFYQmPwg-GgEyCpxOSXD1C-W1LjIWvRLMzhTbb2wuCB6AjmA/v75poab20yjxvfk/Hs7.rar,4227175.0,Hs7.rar,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_58_1505.h5'],[0.02327294647693634],[0.01309814304113388],[0.0005442352266982198],[0.009630568325519562],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_58_1505.h5,1.0
https://www.planetminecraft.com/project/airship-battle-4140792/,http://www.mediafire.com/file/vb3tb71da7immzy/Airship+Battle.zip,,,"['Land Structure', 'Structure']",http://download1532.mediafire.com/pywo6uervbegneBRpkRwMT0rw01B-9HIXL7VqixQ5Mo-XatqNgXXi76yAKUJVmaWNVU9rSNz3V9aiVavRNZtrBvJGrSrVPVhZZ7PvNZ-qdBF_hvu4YTPvVlLH6RRrhg2RS5MBYtIRdONfMUgM2iRi-dcDywDvrO9Qc-_XEmacztJ/vb3tb71da7immzy/Airship+Battle.zip,1016757.0,Airship+Battle.zip,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_133_3454.h5'],[0.011129185557365417],[0.00029853166779503226],[0.0004444737278390676],[0.010386180132627487],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_133_3454.h5,1.0
https://www.planetminecraft.com/project/forgebook-city-download/,http://www.mediafire.com/download/c4c1q9j0rkpv4zq/ForgebookCity.zip,,,"['City', 'Land Structure', 'Modern']",http://download1509.mediafire.com/nyqqr8kd9bhgWTGqJPkjyOrUBMLWQKf4My4d8BrNAaDEBUarQBld7mHmFSLECUlF6qY-quLcAkU87iLdCgYmvq65nprq_B8b5jSgTY5hXxTYvFwU4wOoxPOFosf6H4JbXelTnfko1IYTApPEDNS41NSmb-82Z8tE2lmti0fQd1oB/c4c1q9j0rkpv4zq/ForgebookCity.zip,1627263.0,ForgebookCity.zip,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_254_6591.h5'],[0.011065356433391571],[0.0006290420424193144],[0.0005273584392853081],[0.009908955544233322],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_254_6591.h5,1.0
https://www.planetminecraft.com/project/fort-karsik/,http://www.mediafire.com/download/kkuw8kq9gxytmba/A_Fort..._Hopefully.zip,,,['Land Structure'],http://download1649.mediafire.com/yjy21xd5qzzgWn9j3qaODssdjUqGSJ3idDAgITsJlXNILNVkUYXHqrPMiJfCjS03KmMDsBakgr89NQkqcFmbHWAVQSJM-h-8Qwl6uxjeatBpOVXK09IkItgqat0f91zre6YMoP21dKaiUpR4Lr1ojNmJj_zA5bhRhPjysceUCsYt/kkuw8kq9gxytmba/A+Fort...+Hopefully.zip,19035559.0,A+Fort...+Hopefully.zip,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_224_5812.h5'],[0.011760067194700241],[0.0001772995456121862],[0.000231877900660038],[0.011350889690220356],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_224_5812.h5,1.0
https://www.planetminecraft.com/project/medieval-times-castle/,https://www.planetminecraft.com/project/medieval-times-castle/download/worldmap/,,,"['Medieval', 'Land Structure', 'Castle', 'House', 'Island', 'Worldpainter', 'Worldedit', 'Customtrees']",https://static.planetminecraft.com/files/resource_media/schematic/1828/castleisland2-1531666313.zip,8849375.0,castleisland2-1531666313.zip,mca,"[' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_3.h5', '/lustre/fs1/groups/jaedo/processed_builds/batch_130_3372.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_1.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_2.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_4.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_5.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_6.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_7.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_8.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_9.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_10.h5']","[0.011578255333006382, 0.06197361275553703, 0.02283380553126335, 0.0074056279845535755, 0.013159459456801414, 0.008238781243562698, 0.015471446327865124, 0.43309107422828674, 0.008337666280567646, 0.00016262737335637212, 0.011922847479581833]","[0.00016531588335055858, 0.04590718448162079, 0.0008181325974874198, 0.00023032474564388394, 0.00026073650224134326, 0.00031652895268052816, 0.00023228710051625967, 0.2326929271221161, 0.00022826006170362234, 0.0, 0.000398785196011886]","[0.004369053523987532, 0.009022542275488377, 0.014971788041293621, 0.00013141726958565414, 0.005854837130755186, 0.0008783661760389805, 0.0054063876159489155, 0.1274992674589157, 0.001065520104020834, 9.756367035151925e-06, 0.004480175673961639]","[0.007043885998427868, 0.007043885998427868, 0.007043885998427868, 0.007043885998427868, 0.007043885998427868, 0.007043885998427868, 0.009832771494984627, 0.07289889454841614, 0.007043885998427868, 0.0001528710126876831, 0.007043885998427868]","[0.9981002807617188, 0.9991683959960938, 0.9940376281738281, 1.0, 0.9964141845703125, 0.9996185302734375, 0.9979362487792969, 0.9467735290527344, 0.9999732971191406, 1.0, 0.9996490478515625]","[0.942692750287687, 0.9931964374072242, 1.0, 1.0, 1.0, 1.0, 0.9809442060085837, 0.8750944618374177, 0.9995117783473697, 0.0, 1.0]","[1.0, 0.9801025390625, 0.8092041015625, 1.0, 0.88525390625, 0.98779296875, 0.9300130208333334, 0.6987931034482758, 0.9996337890625, 0.0, 0.98876953125]","[0.9705011254590689, 0.986606045711477, 0.8945415289116794, 1.0, 0.9391349391349392, 0.9938590027020389, 0.9547998997409975, 0.7770694530987873, 0.9995727799816906, 0.0, 0.9943530567149521]", /lustre/fs1/groups/jaedo/processed_builds/batch_130_3372_3.h5,1.0
https://www.planetminecraft.com/project/renaissance-server-spawn/,https://www.mediafire.com/?plyyvsi9b1d84eq,,,"['Medieval', 'Land Structure', 'Castle', 'Server', 'Mansion', 'Spawn', 'Renaissance']",https://download944.mediafire.com/hi1sqroq70zgJH2cJy2IGyNGh-TEM0TRBThPdPWltXDQcwYrjEALN8Xchpl3MkZUTCFUeAqmKXO7Nel-eyAl2oLL2gcgjtZKFNw0n9Adl4XXzxsZ7GM8wTA38HU0NtU8CDC55Viq2ClLN8FNipAhfkhtD5Dyw9FWbmHr7RGEoiYn/plyyvsi9b1d84eq/Renaissance+Server+Spawn.zip,1901342.0,Renaissance+Server+Spawn.zip,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_453_11752.h5'],[0.009112954139709473],[0.00024073004897218198],[0.0003570968401618302],[0.008515127003192902],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_453_11752.h5,1.0
https://www.planetminecraft.com/project/television-city/,https://www.mediafire.com/?3ux299pq1as11gm,,,['Land Structure'],https://download1591.mediafire.com/rdblbsdmb9xgCTsko0gfHsrSqKxivuuLpg8jR6M1vM29FbLJyG0jawS1dj-DLQ-aNsNjWzyaBiOxN2lPZR28k0xBFlg68oNWx2mwYFr547uk7_6yfnTF-c90Gb8zDr8yyeUoQ_so6KoQkQYxrz5H0Ax6wYV34jVp6fdbECOJO0os/3ux299pq1as11gm/TV+City.rar,920158.0,TV+City.rar,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_486_12614.h5'],[0.009524863213300705],[0.00035307471989654005],[0.0019910039845854044],[0.0071807848289608955],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_486_12614.h5,1.0
https://www.planetminecraft.com/project/little-server-spawn-with-shop-stands/,http://www.mediafire.com/?pcn09prext1a7sx,,,['Land Structure'],http://download943.mediafire.com/kpebo60fpekgMiB-j7FMS6Rrs-kOB6W-anUDg2yqPgB2k51d3pmUqdEOkGIbfNGLN0aPOK6YZDs7mLKBmh9h4sbNmbrNqqvl2si3sxG-3VeDwliI1QSGKhcMvJ-8uwmdz3oiazbh7so7_Xhw6aD1Jq3oZzDUk7J5ZU02guq6u_mNjA/pcn09prext1a7sx/Random.rar,177577.0,Random.rar,mca,"[' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_2.h5', '/lustre/fs1/groups/jaedo/processed_builds/batch_868_22555.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_1.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_3.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_4.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_5.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_6.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_7.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_8.h5', ' /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_9.h5']","[0.13164561986923218, 0.00015981795149855316, 0.00905593391507864, 0.018859799951314926, 0.22607862949371338, 0.46479618549346924, 0.017052501440048218, 0.32269617915153503, 0.2189793884754181, 0.06649240851402283]","[0.02929171733558178, 0.0, 0.00029586671735160053, 0.00021791787003166974, 0.05551052838563919, 0.26097962260246277, 0.000221921072807163, 0.1543123871088028, 0.050071973353624344, 0.03789877891540527]","[0.06447988003492355, 6.9469460868276656e-06, 0.0016204636776819825, 0.008810858242213726, 0.11893997341394424, 0.15552400052547455, 0.007854032330214977, 0.11700373888015747, 0.10828839242458344, 0.00983736477792263]","[0.037874024361371994, 0.0001528710126876831, 0.007139603607356548, 0.009831022471189499, 0.05162813514471054, 0.048292577266693115, 0.008976547047495842, 0.05138006806373596, 0.06061903387308121, 0.018756261095404625]","[0.9745140075683594, 1.0, 1.0, 0.9966773986816406, 0.9571800231933594, 0.9381103515625, 0.9973182678222656, 0.9500808715820312, 0.9595985412597656, 0.9961318969726562]","[1.0, 0.0, 1.0, 0.9524451137354363, 0.9651663675272677, 0.6226993865030674, 0.9996829674249029, 0.8106063937381821, 0.8610073232700642, 0.9915783096031505]","[0.7109543999307779, 0.0, 1.0, 0.9779459635416666, 0.9828660071141688, 0.049081237911025144, 0.9474909855769231, 0.6773968323962812, 0.8290162896448512, 0.9492488834754365]","[0.8310617745973146, 0.0, 1.0, 0.9650271029913672, 0.9739357786874778, 0.09099058718063649, 0.9728875004820857, 0.7380389958762061, 0.8447090218618495, 0.9699519943104368]", /lustre/fs1/groups/jaedo/processed_builds/batch_868_22555_2.h5,1.0
https://www.planetminecraft.com/project/slayerdillon-building-world/,http://www.mediafire.com/?3c66iwnj6z6ash7,,,"['Land Structure', 'Building', 'World', 'Slayer', 'Dillon', 'Slayerdillon']",http://download1085.mediafire.com/pcs23udb0pagcDfqtuyfeDoFjFlLUvFkAbqjGiolmQeVmWC_Frkjr2lASVpT6eWTKOT9YFUD-9X-MkB2b72n0knzWrZKhPVL8KNxpzUUjgNVJFZ692SKqAZDNgfJYTUGJiJodjRif21xIAq2KMu03Zn304j8-YJg5VhrWxWV5tiPnQ/3c66iwnj6z6ash7/SD+Building+World.rar,1739643.0,SD+Building+World.rar,mca,['/lustre/fs1/groups/jaedo/processed_builds/batch_901_23407.h5'],[0.011914792470633984],[0.0014480081154033542],[0.0005573275848291814],[0.009909456595778465],[1.0],[1.0],[1.0],[1.0],/lustre/fs1/groups/jaedo/processed_builds/batch_901_23407.h5,1.0
