PAGE_URL,DOWNLOAD_URL,IMAGE_URL,GPT4_DESCRIPTION,TAGS,RAW_DOWNLOAD_LINK
https://www.planetminecraft.com/project/sir-hamsworth-schematic-download-amp-world-save/,https://www.myzia.net/downloads,https://static.planetminecraft.com/files/image/minecraft/project/2024/737/17541334_m.jpg,,"['Fantasy', 'Medieval', 'Land Structure', 'Survival', 'Animal', 'Schematic', 'Funny', 'Pig', 'Knight', 'Worldsave', 'Myzia', 'Sirhamsworth', 'Verynoblepig']",
https://www.planetminecraft.com/project/village-city-world-java-version/,https://www.mediafire.com/file/njz1q74w7d2fala/Village_City_S32_Finale.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/406/17586587-bfde-cbe-f-bbea_m.jpg,,"['Land Structure', 'Big City', 'Long Term', '2016 History', 'Village City', 'Bedrock City', 'Top 30s', 'Mega City', '2024 Big City', 'Java City', 'Small Scale']",https://download2331.mediafire.com/u48svofn0dhgqyjQO3rlCmrbyAnoCt6Eu6-JMR0ANv9E2p_aAoIoYPQ7a1KcXVBHvi9Rvtc7lHNkXCGBvw11-75b414gYrdSvsTKwKPN5ziOv-6NtlYPrnvzdiXVzVQtH5uWePSCEaA1eAIZO5to92Eb5apUTgwI3OlYNBERAYA73A/njz1q74w7d2fala/Village+City+S32+Finale.zip
https://www.planetminecraft.com/project/imperial-palace-of-nosgovia/,https://www.mediafire.com/file/4hocpl8spvl1wzy/Imperial_Palace_Of_Nosgovia.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/730/17587737_m.jpg,,['Land Structure'],https://download1652.mediafire.com/3shblt9bzswgWLWLNSIMedE-b12ik4rfT7UqELx5iPzE2wPZGBdBi-dSDHQp9AWYYwcymGmvHSo9uzPSZwHeLSmV8gKbix2wXkCmeDXG5Cjs9pEPYpCnlGA3g-uRfuaDggS4gJ1rfDHbXdeW070pW2AZM4E51UE_2iFJ9RkTI_0a4Q/4hocpl8spvl1wzy/Imperial+Palace+Of+Nosgovia.zip
https://www.planetminecraft.com/project/2-desert-survival-homes/,https://www.planetminecraft.com/project/2-desert-survival-homes/download/schematic/,https://static.planetminecraft.com/files/image/minecraft/project/2024/488/17586903-default_m.jpg,,"['Land Structure', 'Desert', 'Minecraftbuild', 'Deserthouse', 'Minecraftbuilds', 'Desertbuild']",https://static.planetminecraft.com/files/resource_media/schematic/desert-houses-e590.schem
https://www.planetminecraft.com/project/comberton-village-college-1985/,https://www.mediafire.com/file/6qs2ltbcaxujew3/Comberton_Village_College%252C_1985%25283%2529.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/945/17588124_m.jpg,,"['Land Structure', 'Minecraft', 'Educational', 'School', 'Minecraftmap', 'College', '1980s', 'Retro', 'Schoolbuilding']",https://download2333.mediafire.com/0nwurnjxwawgQ3rOlPIH5hAwRdegKx544p3aeUplrDL90Jyu0YLy405BLidm7_9kfIiDFYGru4B9qvn7aU7Mfmy1LrGpRHiNVkvrSHMR5oE5KGPlp7ETaXjeGRUF3-lrbxqifDhmSBPA-723F3yvMVbKrcYLI3B7xluJt5Z10MqpJA/6qs2ltbcaxujew3/Comberton+Village+College%2C+1985%283%29.zip
https://www.planetminecraft.com/project/medieval-european-castle-schematic/,https://drive.google.com/file/d/1h0frk1VZQ7ql14irzHGSTRiCyXGoU4bH/view?usp=sharing,https://static.planetminecraft.com/files/image/minecraft/project/2024/725/17584578_m.jpg,,"['Medieval', 'Land Structure', 'Castle', 'Russia', 'Russian', 'Ancient', 'Spain', 'European', 'Fortress', 'Europe', 'Britain', 'Ruin', 'Ireland', 'Spainish', 'Cambodia']",
https://www.planetminecraft.com/project/camping-tent-build-free-download/,https://downloads.ecosmp.net/,https://static.planetminecraft.com/files/image/minecraft/project/2024/461/17583660_m.jpg,,"['Fantasy', 'Medieval', 'Map', 'Land Structure', 'Survival', 'Minecraft', 'Build', 'Server', 'Building', 'House', 'Download', 'Base', 'Tutorial', 'Builds', 'Spruce', 'Cabin', 'Idea', 'Schematic', 'Medievalhouse', 'Free', 'Youtube', 'Minecraftmap', 'Camp', 'Freedownload', 'Easy', 'Camping', 'Simplehouse', 'Tent', 'Starterhouse', 'Cabins', 'Campsite', 'Survivalhouse', 'Patreon', 'Other', 'Survivalbase', 'Easyhouse', 'Starterbase', 'Tiktok', 'Cottagecore', 'Ecosmp']",
https://www.planetminecraft.com/project/spawn-railway-minecraft-transit-railway/,https://www.mediafire.com/file/wdqmwjfwigwzwvt/SpawnRailway.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/178/17582787_m.jpg,,['Land Structure'],https://download2264.mediafire.com/vc0m5xa2hq6g37B_dR6PEbttnQuXe8i9VN01OfXfHNQs19fI54Hkxjm0XsJgK0uV0PAUNB5M-5D59VAfbQIcjSIn7-Vzj8Vr5gvJ0JMoj42K24KPExsrEe4EbA9pJYeoSLS94tH1N59aPq0RQ8cHQ30wSZ38G5MEhTMz2YZTwL1jFw/wdqmwjfwigwzwvt/SpawnRailway.zip
https://www.planetminecraft.com/project/minecraft-farm-house-build-1-16-3/,https://www.mediafire.com/file/qy4qfwk23z9ao9a/FarmHouseLandscape.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/066/17579485-image_m.jpg,,"['Land Structure', 'House', 'Landscape', 'Cabin', 'Largescale']",https://download1514.mediafire.com/vn4ou2mvevdgVr2B-TpeNCAG3BGfkxTneyD-59Uqxb8gAIcdwTFUb5sSD5aD2hzDkJfNwRl_rsl3OLLuI4zV4_f_BSxpZOl3EZb-1OAdf60MEns9WwAjcE1vGvLgDvP8VsQNm35b8qLxCg4yhiNhsy5vRxwBaov27yqh0nRgGMh0mA/qy4qfwk23z9ao9a/FarmHouseLandscape.zip
https://www.planetminecraft.com/project/medieval-mansion-schematic-6206473/,https://lmy.de/HKXK,https://static.planetminecraft.com/files/image/minecraft/project/2024/473/17577494-minecraft-singleplayer_m.jpg,,['Land Structure'],
https://www.planetminecraft.com/project/1980-american-cheaper-architecture-dystopian-ish/,https://www.mediafire.com/file/i7kqv5fk6zowc70/creative_build.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/160/17576515_m.jpg,,"['Land Structure', 'American', '1900s', 'Orange', 'Acacia', '1980s', 'Dystopian', 'Communal', 'Communalhousing']",https://download944.mediafire.com/vui1grbjbupgXSuQ1eVhhuHjMH98U4W1LhPdH7Rom9jjAxgTlKwg28pb-PsdMJYdkidzYhaesah0JrLNQtenYNw3HN0_n5Ms1vHZ33AOHt0pzZWFL1PsD6How0pH8Nj7VXm_1wp0d6XJGblAy-7ggAdfRONx3Z-_MRrv-3fBfxcjMg/i7kqv5fk6zowc70/creative+build.zip
https://www.planetminecraft.com/project/tower-of-pisa-tutorial/,https://youtu.be/jhgnJiT1QrA,https://static.planetminecraft.com/files/image/minecraft/project/2024/241/17575013_m.jpg,,"['Land Structure', 'Tower', 'Towers', 'Italy', 'Italian', 'Famous', 'Pisa', 'Towerofpisa']",
https://www.planetminecraft.com/project/pack-png-castle-v-0-2/,https://www.mediafire.com/file/huq5ia206hcfpxz/pack.png_castle_%2528v_0.2_2%2529.rar/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/873/17574903_m.jpg,,['Land Structure'],https://download2260.mediafire.com/6i2ccwzratvgQAJDrbo-ucALbs6V1yS63LPP-Vr2kmD3fATQJHeMGYwqeo-r2H1r4OQu2V_mFotctyDWsBbV9HHfjKmPTDHAHXkp9FIXVggPUouDG4WTTfS-EjR2KdwV3_mWKFnuJrjuCdQ2dh6mUDDIPs6VeRXCxOPH6hhH5W0ECA/huq5ia206hcfpxz/pack.png+castle+%28v+0.2_2%29.rar
https://www.planetminecraft.com/project/cherry-valley/,https://www.mediafire.com/file/tozqh6ivhm06l63/Cherryvalley.rar/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/988/17574392-minecraft-multiplayerrd-partyserver_m.jpg,,"['Land Structure', 'Medievalcastle', 'Valley', 'Cherryblossom', 'Cherryhouse', 'Cherrybiome']",https://download1073.mediafire.com/5kd0yez6fj7g8jdmzgzJsdjEBa7QKQFyl5FRG7XYjkurxR2whJsVc5jOfjBQRJp9JUHWomamNvBu_AWWmGUzjM39B55HWV4cB-K8eYeT6X8ZYP8VkdpLn183VD9T0lEVoyVz5bFxEPmwvYNzZKFJsIl_X7qOjm39dTRMYnaijNQC8w/tozqh6ivhm06l63/Cherryvalley.rar
https://www.planetminecraft.com/project/victorian-manor-house-1-20-4-download/,https://www.mediafire.com/file/ybthr7cdk4a8x9d/Manor_Mansion.zip/file,https://static.planetminecraft.com/files/image/minecraft/project/2024/332/17571063_m.jpg,,['Land Structure'],https://download1507.mediafire.com/yohnvvzydwsgr1oe2_wzu4-XH5iiEbjp1qAGKtI4woItHiJf_l6S7mO7-sKJJJHjS-axJY8_Kwebx1rWBesFrCIq8MMrPjPxr9Ehcq1uB_sA3Y5-46XcymYsEY11Yos2412Okmf-E3qdSNAuR31mW8_ssGc-Hi2uYXyy1AMH26iZMg/ybthr7cdk4a8x9d/Manor+Mansion.zip
